"","SMILES","SMILESbeta","EndPt","ReadyBiodeg"
"868","C(CCOCC1CO1)COCC2CO2","C(CCOCC1CO1)COCC1CO1","NRB",0
"869","C(Oc1ccccc1)C2CO2","c1ccc(OCC2CO2)cc1","NRB",0
"870","C=CCOCC1CO1","C=CCOCC1CO1","NRB",0
"871","Clc1ccccc1C2CO2","Clc1ccccc1C1CO1","NRB",0
"872","CCC(C)c1ccc(OCC2CO2)cc1","CCC(C)c1ccc(OCC2CO2)cc1","NRB",0
"873","C1CCOC1","C1CCOC1","RB",1
"874","Cc1ccccc1N(CC2CO2)CC3CO3","Cc1ccccc1N(CC1CO1)CC1CO1","NRB",0
"875","CC(C)(C)C(=O)O","CC(C)(C)C(=O)O","NRB",0
"876","CC(C)C(O)C(C)(C)COC(=O)C(C)C","CC(C)C(=O)OCC(C)(C)C(O)C(C)C","RB",1
"877","CC(=CC1C(C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C)C","CC(C)=CC1C(C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C","NRB",0
"878","CC(C)(OOC(C)(C)c1ccccc1)c2ccccc2","CC(C)(OOC(C)(C)c1ccccc1)c1ccccc1","NRB",0
"879","CC(C)(O)CCCC1=CCC(CC1)C=O","CC(C)(O)CCCC1=CCC(C=O)CC1","RB",1
"880","BrCCCCBr","BrCCCCBr","NRB",0
"881","[O-][N+](=O)c1cc(Cl)c(N=Nc2ccc(cc2)N(CCC#N)CCC#N)c(Cl)c1","N#CCCN(CCC#N)c1ccc(N=Nc2c(Cl)cc([N+](=O)[O-])cc2Cl)cc1","NRB",0
"882","[O-][N+](=O)c1ccc(Cl)c(Cl)c1","O=[N+]([O-])c1ccc(Cl)c(Cl)c1","NRB",0
"883","[O-][N+](=O)c1ccc(Oc2ccc(Cl)cc2Cl)cc1","O=[N+]([O-])c1ccc(Oc2ccc(Cl)cc2Cl)cc1","NRB",0
"884","[O-][N+](=O)c1ccc(Oc2c(Cl)cc(Cl)cc2Cl)cc1","O=[N+]([O-])c1ccc(Oc2c(Cl)cc(Cl)cc2Cl)cc1","NRB",0
"885","[O-][N+](=O)c1ccc(cc1)[N+](=O)[O-]","O=[N+]([O-])c1ccc([N+](=O)[O-])cc1","NRB",0
"886","OCCN(CCO)c1cccc(NC(=O)c2ccccc2)c1","O=C(Nc1cccc(N(CCO)CCO)c1)c1ccccc1","NRB",0
"887","CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1","CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1","NRB",0
"888","Clc1ccccc1NNc2ccccc2Cl","Clc1ccccc1NNc1ccccc1Cl","NRB",0
"889","CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1","CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1","NRB",0
"890","OCC(CO)(CO)COCC(CO)(CO)CO","OCC(CO)(CO)COCC(CO)(CO)CO","NRB",0
"891","OCC(CO)(CBr)CBr","OCC(CO)(CBr)CBr","NRB",0
"892","CCC(CO)(CO)COCC(CC)(CO)CO","CCC(CO)(CO)COCC(CC)(CO)CO","NRB",0
"893","OCC(O)CO","OCC(O)CO","RB",1
"894","OCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C","C=CC(=O)OCC(CO)(COC(=O)C=C)COC(=O)C=C","NRB",0
"895","CC(C)(CO)COC(=O)C(C)(C)CO","CC(C)(CO)COC(=O)C(C)(C)CO","NRB",0
"896","CCCCC(CC)(CO)CO","CCCCC(CC)(CO)CO","NRB",0
"897","CCC(=NO)C","CCC(C)=NO","NRB",0
"898","c1ccncc1","c1ccncc1","RB",1
"899","Cc1cccnc1","Cc1cccnc1","NRB",0
"900","C=Cc1ccncc1","C=Cc1ccncc1","NRB",0
"901","C=Cc1ccccn1","C=Cc1ccccn1","NRB",0
"902","N#Cc1cccnc1","N#Cc1cccnc1","NRB",0
"903","Clc1ccccn1","Clc1ccccn1","NRB",0
"904","Oc1cccnc1","Oc1cccnc1","RB",1
"905","C=CC1CCC=CC1","C=CC1CC=CCC1","NRB",0
"906","C1CCC=CC1","C1=CCCCC1","NRB",0
"907","C1CC=CC1","C1=CCCC1","RB",1
"908","COc1ccc(C)cc1N","COc1ccc(C)cc1N","NRB",0
"909","Nc1cccc(O)c1","Nc1cccc(O)c1","NRB",0
"910","COc1ccc(Nc2ccc(OC)cc2)cc1","COc1ccc(Nc2ccc(OC)cc2)cc1","NRB",0
"911","COc1cc(ccc1N)c2ccc(N)c(OC)c2","COc1cc(-c2ccc(N)c(OC)c2)ccc1N","NRB",0
"912","Cc1cccc(N)c1","Cc1cccc(N)c1","NRB",0
"913","CNc1cccc(C)c1","CNc1cccc(C)c1","NRB",0
"914","Cc1cc(C)cc(N)c1","Cc1cc(C)cc(N)c1","NRB",0
"915","Nc1cccc2C(=O)c3ccccc3C(=O)c12","Nc1cccc2c1C(=O)c1ccccc1C2=O","NRB",0
"916","Cc1ccc(C)c(N)c1","Cc1ccc(C)c(N)c1","NRB",0
"917","COc1ccc(OC)cc1","COc1ccc(OC)cc1","RB",1
"918","COc1cccc2ccccc12","COc1cccc2ccccc12","NRB",0
"919","CNc1ccccc1C","CNc1ccccc1C","NRB",0
"920","Cc1cc(C)c(N)c(C)c1","Cc1cc(C)c(N)c(C)c1","NRB",0
"921","Cc1ccc(N)c(C)c1","Cc1ccc(N)c(C)c1","NRB",0
"922","COC(=O)Nc1cccc(C)c1","COC(=O)Nc1cccc(C)c1","RB",1
"923","CNC(=O)Oc1cccc2ccccc12","CNC(=O)Oc1cccc2ccccc12","RB",1
"924","COc1cccc(OC)c1","COc1cccc(OC)c1","RB",1
"925","Nc1ccc2C(=O)c3ccccc3C(=O)c2c1","Nc1ccc2c(c1)C(=O)c1ccccc1C2=O","NRB",0
"926","Nc1cccc2ccccc12","Nc1cccc2ccccc12","NRB",0
"927","COc1cccc(c1)C(=O)O","COc1cccc(C(=O)O)c1","RB",1
"928","COc1ccc(cc1)C(=O)O","COc1ccc(C(=O)O)cc1","RB",1
"929","COc1c(N)cccc1N(=O)=O","COc1c(N)cccc1[N+](=O)[O-]","NRB",0
"930","Nc1c(Oc2ccc(Br)cc2)cc(O)c3C(=O)c4ccccc4C(=O)c13","Nc1c(Oc2ccc(Br)cc2)cc(O)c2c1C(=O)c1ccccc1C2=O","NRB",0
"931","CC(C)Nc1ccc(NC(C)C)c2C(=O)c3ccccc3C(=O)c12","CC(C)Nc1ccc(NC(C)C)c2c1C(=O)c1ccccc1C2=O","NRB",0
"932","N(c1ccccc1)c2ccccc2","c1ccc(Nc2ccccc2)cc1","NRB",0
"933","Nc1c(Br)cc(O)c2C(=O)c3ccccc3C(=O)c12","Nc1c(Br)cc(O)c2c1C(=O)c1ccccc1C2=O","NRB",0
"934","Cc1cc(C)c(N)c(Cl)c1","Cc1cc(C)c(N)c(Cl)c1","NRB",0
"935","Nc1ccccc1c2ccccc2","Nc1ccccc1-c1ccccc1","NRB",0
"936","Cc1cc(ccc1N)c2ccc(N)c(C)c2","Cc1cc(-c2ccc(N)c(C)c2)ccc1N","NRB",0
"937","CC(C)Nc1ccc(Nc2ccccc2)cc1","CC(C)Nc1ccc(Nc2ccccc2)cc1","NRB",0
"938","CCNc1ccc(C)cc1","CCNc1ccc(C)cc1","NRB",0
"939","Nc1ccc(cc1)N=Nc2ccccc2","Nc1ccc(N=Nc2ccccc2)cc1","NRB",0
"940","CCNc1cccc2ccccc12","CCNc1cccc2ccccc12","NRB",0
"941","CC(C)CC(C)Nc1ccc(Nc2ccccc2)cc1","CC(C)CC(C)Nc1ccc(Nc2ccccc2)cc1","NRB",0
"942","CCS","CCS","NRB",0
"943","OC(=O)CC#N","N#CCC(=O)O","RB",1
"944","CCC(=O)O","CCC(=O)O","RB",1
"945","CC1(C)C2CCC(C)(OO)C1C2","CC1(OO)CCC2CC1C2(C)C","NRB",0
"946","CC1(C)C2CCC1(C)C(=O)C2","CC12CCC(CC1=O)C2(C)C","RB",1
"947","NC(=O)C=C","C=CC(N)=O","RB",1
"948","O=C1OC(=O)C=C1","O=C1C=CC(=O)O1","RB",1
"949","O=C1OC(=O)c2cc3C(=O)OC(=O)c3cc12","O=c1oc(=O)c2cc3c(=O)oc(=O)c3cc12","RB",1
"950","OC(=O)c1ccc2C(=O)OC(=O)c2c1","O=C(O)c1ccc2c(c1)C(=O)OC2=O","RB",1
"951","CC1=CCC2C(C1)C(=O)OC2=O","CC1=CCC2C(=O)OC(=O)C2C1","NRB",0
"952","CC1CCC2C(C1)C(=O)OC2=O","CC1CCC2C(=O)OC(=O)C2C1","NRB",0
"953","CC(=O)C1C(=O)OC(=CC1=O)C","CC(=O)C1C(=O)C=C(C)OC1=O","RB",1
"954","Clc1c(Cl)c(Cl)c2C(=O)OC(=O)c2c1Cl","O=C1OC(=O)c2c(Cl)c(Cl)c(Cl)c(Cl)c21","NRB",0
"955","O=C1OCc2ccccc12","O=C1OCc2ccccc21","RB",1
"956","O=C1Oc2ccccc2C=C1","O=c1ccc2ccccc2o1","RB",1
"957","O=Cc1ccc2OCOc2c1","O=Cc1ccc2c(c1)OCO2","RB",1
"958","O=Cc1occc1","O=Cc1ccco1","RB",1
"959","Cc1ccc2nc3SC(=O)Sc3nc2c1","Cc1ccc2nc3sc(=O)sc3nc2c1","NRB",0
"960","CC(C)(C)NSc1nc2ccccc2s1","CC(C)(C)NSc1nc2ccccc2s1","NRB",0
"961","N1c2ccccc2Sc3ccccc13","c1ccc2c(c1)Nc1ccccc1S2","NRB",0
"962","CN1SC(=CC1=O)Cl","Cn1sc(Cl)cc1=O","NRB",0
"963","ClC(Cl)(Cl)SN1C(=O)C2CC=CCC2C1=O","O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)Cl","NRB",0
"964","ClC(Cl)C(Cl)(Cl)SN1C(=O)C2CC=CCC2C1=O","O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)C(Cl)Cl","NRB",0
"965","FC(Cl)(Cl)SN1C(=O)c2ccccc2C1=O","O=C1c2ccccc2C(=O)N1SC(F)(Cl)Cl","NRB",0
"966","O=C1NSc2ccccc12","O=c1[nH]sc2ccccc12","NRB",0
"967","ClN1C(=O)N(Cl)C(=O)N(Cl)C1=O","O=c1n(Cl)c(=O)n(Cl)c(=O)n1Cl","NRB",0
"968","Clc1c(Cl)c(Cl)c2C(=O)NC(=O)c2c1Cl","O=C1NC(=O)c2c(Cl)c(Cl)c(Cl)c(Cl)c21","NRB",0
"969","O=C1C=CC(=O)N1c2ccccc2","O=C1C=CC(=O)N1c1ccccc1","NRB",0
"970","ClC(COCC(Cl)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl","ClC(COCC(Cl)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl","NRB",0
"971","CC(C)c1ccccc1C","Cc1ccccc1C(C)C","NRB",0
"972","Cc1ccc(C)c(C)c1","Cc1ccc(C)c(C)c1","NRB",0
"973","Cc1cccc(C)c1C","Cc1cccc(C)c1C","NRB",0
"974","CC(C)c1cccc(C)c1","Cc1cccc(C(C)C)c1","NRB",0
"975","CC(C)c1ccc(C)cc1","Cc1ccc(C(C)C)cc1","RB",1
"976","CC(c1ccccc1)c2cc(C)ccc2C","Cc1ccc(C)c(C(C)c2ccccc2)c1","NRB",0
"977","Cc1cccc(C)c1","Cc1cccc(C)c1","RB",1
"978","CC(C)c1cc2ccccc2c(C(C)C)c1C(C)C","CC(C)c1cc2ccccc2c(C(C)C)c1C(C)C","NRB",0
"979","CC(C)c1ccc2ccccc2c1C(C)C","CC(C)c1ccc2ccccc2c1C(C)C","NRB",0
"980","CC(CC(c1ccccc1)c2ccc(C)c(C)c2)c3ccccc3","Cc1ccc(C(CC(C)c2ccccc2)c2ccccc2)cc1C","NRB",0
"981","Cc1ccc(C)c(Cc2ccccc2)c1","Cc1ccc(C)c(Cc2ccccc2)c1","NRB",0
"982","CC(Cc1ccc(cc1)C(C)(C)C)C=O","CC(C=O)Cc1ccc(C(C)(C)C)cc1","NRB",0
"983","ClC1=C(Cl)C(Cl)(Cl)C(=C1Cl)Cl","ClC1=C(Cl)C(Cl)(Cl)C(Cl)=C1Cl","NRB",0
"984","N#CSCSC#N","N#CSCSC#N","NRB",0
"985","CCCCOC(=O)c1ccccc1C(=O)OCc2ccccc2","CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1","RB",1
"986","CCCCOC(=O)c1ccc(C(=O)OCCCC)c(c1)C(=O)OCCCC","CCCCOC(=O)c1ccc(C(=O)OCCCC)c(C(=O)OCCCC)c1","RB",1
"987","CCCCC(CC)COC(=O)c1ccc(C(=O)OCC(CC)CCCC)c(c1)C(=O)OCC(CC)CCCC","CCCCC(CC)COC(=O)c1ccc(C(=O)OCC(CC)CCCC)c(C(=O)OCC(CC)CCCC)c1","NRB",0
"988","CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC","CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC","RB",1
"989","CCCCC(CC)COC(=O)CCCCCCCC(=O)OCC(CC)CCCC","CCCCC(CC)COC(=O)CCCCCCCC(=O)OCC(CC)CCCC","RB",1
"990","CC(C)(C)c1cc(CCC(=O)OCC(COC(=O)CCc2cc(c(O)c(c2)C(C)(C)C)C(C)(C)C)(COC(=O)CCc3cc(c(O)c(c3)C(C)(C)C)C(C)(C)C)COC(=O)CCc4cc(c(O)c(c4)C(C)(C)C)C(C)(C)C)cc(c1O)C(C)(C)C","CC(C)(C)c1cc(CCC(=O)OCC(COC(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)(COC(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)COC(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O","NRB",0
"992","CCCCC(CC)C(=O)OCC(COC(=O)C(CC)CCCC)OC(=O)C(CC)CCCC","CCCCC(CC)C(=O)OCC(COC(=O)C(CC)CCCC)OC(=O)C(CC)CCCC","RB",1
"993","COC(=O)c1ccccc1C(=O)c2ccccc2","COC(=O)c1ccccc1C(=O)c1ccccc1","NRB",0
"994","O=C(OC1CCCCC1)c2ccccc2C(=O)OC3CCCCC3","O=C(OC1CCCCC1)c1ccccc1C(=O)OC1CCCCC1","RB",1
"995","CCCCCc1ccc2C(=O)c3ccccc3C(=O)c2c1","CCCCCc1ccc2c(c1)C(=O)c1ccccc1C2=O","NRB",0
"996","CCCCC(CC)C(=O)OCC(COC(=O)C(CC)CCCC)(COC(=O)C(CC)CCCC)COC(=O)C(CC)CCCC","CCCCC(CC)C(=O)OCC(COC(=O)C(CC)CCCC)(COC(=O)C(CC)CCCC)COC(=O)C(CC)CCCC","NRB",0
"997","CCOC(=O)CC(=O)c1ccc(OC)cc1","CCOC(=O)CC(=O)c1ccc(OC)cc1","RB",1
"998","CCCCOC(=O)CC(CC(=O)OCCCC)(OC(=O)C)C(=O)OCCCC","CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC","RB",1
"999","O=C(OCc1ccccc1)c2ccccc2","O=C(OCc1ccccc1)c1ccccc1","RB",1
"1000","COC(=O)c1ccc2cc(ccc2c1)C(=O)OC","COC(=O)c1ccc2cc(C(=O)OC)ccc2c1","NRB",0
"1001","CCCCC(CC)COC(=O)CCC","CCCCC(CC)COC(=O)CCC","RB",1
"1002","COC(=O)c1cccc(c1)C(=O)OC","COC(=O)c1cccc(C(=O)OC)c1","RB",1
"1003","CCCCCCCCCCCCCCCCCCCCCCCCCCCC(=O)OCCO","CCCCCCCCCCCCCCCCCCCCCCCCCCCC(=O)OCCO","NRB",0
"1004","CC(C)(c1cc(Br)c(OCCO)c(Br)c1)c2cc(Br)c(OCCO)c(Br)c2","CC(C)(c1cc(Br)c(OCCO)c(Br)c1)c1cc(Br)c(OCCO)c(Br)c1","NRB",0
"1005","CC(C)(c1ccc(OCCO)cc1)c2ccc(OCCO)cc2","CC(C)(c1ccc(OCCO)cc1)c1ccc(OCCO)cc1","NRB",0
"1006","CCOC(=O)C(O)(c1ccc(Cl)cc1)c2ccc(Cl)cc2","CCOC(=O)C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1","NRB",0
"1007","ClCCOC(c1ccccc1)c2ccccc2","ClCCOC(c1ccccc1)c1ccccc1","NRB",0
"1008","CCCCCCCCCCCCCOP(OC1CCCCC1)OC2CCCCC2","CCCCCCCCCCCCCOP(OC1CCCCC1)OC1CCCCC1","NRB",0
"1009","CCCCCCCCCCCCCCCCCC(=O)OCC1OCC(O)C(O)C1O","CCCCCCCCCCCCCCCCCC(=O)OCC1OCC(O)C(O)C1O","RB",1
"1010","OC(=O)c1ccccc1C(=O)O","O=C(O)c1ccccc1C(=O)O","RB",1
"1011","Cc1cc(cc(C)c1OCC2CO2)c3cc(C)c(OCC4CO4)c(C)c3","Cc1cc(-c2cc(C)c(OCC3CO3)c(C)c2)cc(C)c1OCC1CO1","NRB",0
"1012","CCCC[Sn](CCCC)(CCCC)OC(=O)C(Br)C(Br)C(=O)O[Sn](CCCC)(CCCC)CCCC","CCCC[Sn](CCCC)(CCCC)OC(=O)C(Br)C(Br)C(=O)O[Sn](CCCC)(CCCC)CCCC","NRB",0
"1013","CCCCCCCCCc1ccc(OP(Oc2ccc(CCCCCCCCC)cc2)Oc3ccc(CCCCCCCCC)cc3)cc1","CCCCCCCCCc1ccc(OP(Oc2ccc(CCCCCCCCC)cc2)Oc2ccc(CCCCCCCCC)cc2)cc1","NRB",0
"1014","C=CCOP(=O)(OCC=C)OCC=C","C=CCOP(=O)(OCC=C)OCC=C","NRB",0
"1015","C(OP(OCc1ccccc1)OCc2ccccc2)c3ccccc3","c1ccc(COP(OCc2ccccc2)OCc2ccccc2)cc1","RB",1
"1016","Cc1ccc(OP(=O)(Oc2ccc(C)cc2)Oc3ccc(C)cc3)cc1","Cc1ccc(OP(=O)(Oc2ccc(C)cc2)Oc2ccc(C)cc2)cc1","RB",1
"1017","Cc1ccccc1OP(=O)(Oc2ccccc2C)Oc3ccccc3C","Cc1ccccc1OP(=O)(Oc1ccccc1C)Oc1ccccc1C","RB",1
"1018","Cc1ccc(OP(=O)(Oc2ccccc2)Oc3ccccc3)cc1","Cc1ccc(OP(=O)(Oc2ccccc2)Oc2ccccc2)cc1","NRB",0
"1019","CC(CCl)OP(=O)(OCCOCCOP(=O)(OC(C)CCl)OC(C)CCl)OC(C)CCl","CC(CCl)OP(=O)(OCCOCCOP(=O)(OC(C)CCl)OC(C)CCl)OC(C)CCl","NRB",0
"1020","FC(=C(F)OC(F)(F)C(F)(F)C(F)(F)F)F","FC(F)=C(F)OC(F)(F)C(F)(F)C(F)(F)F","NRB",0
"1021","OC(=O)c1c(Cl)ccc(Cl)c1Cl","O=C(O)c1c(Cl)ccc(Cl)c1Cl","NRB",0
"1022","CCN(CC)CCO","CCN(CC)CCO","NRB",0
"1023","CC(O)CN(CCN(CC(C)O)CC(C)O)CC(C)O","CC(O)CN(CCN(CC(C)O)CC(C)O)CC(C)O","NRB",0
"1024","CCCCCCCCCCCCCCCCCCN(C)C","CCCCCCCCCCCCCCCCCCN(C)C","NRB",0
"1025","OCCNCO","OCCNCO","RB",1
"1026","OC(=O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O","O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O","NRB",0
"1027","CC\C=C/CCO","CCC=CCCO","RB",1
"1028","CN(C)CCN(C)CCN(C)C","CN(C)CCN(C)CCN(C)C","NRB",0
"1029","COC(C)(C)CCO","COC(C)(C)CCO","RB",1
"1030","CC(=CCC\C(=C\CO)\C)C","CC(C)=CCCC(C)=CCO","RB",1
"1031","Sc1cccc2ccccc12","Sc1cccc2ccccc12","NRB",0
"1032","o1cccc1","c1ccoc1","NRB",0
"1033","CC1(C)CC(CC(C)(CN=C=O)C1)N=C=O","CC1(C)CC(N=C=O)CC(C)(CN=C=O)C1","NRB",0
"1034","O=C=NC1CCC(CC2CCC(CC2)N=C=O)CC1","O=C=NC1CCC(CC2CCC(N=C=O)CC2)CC1","NRB",0
"1035","CC1(C)CC(N)CC(C)(CN)C1","CC1(C)CC(N)CC(C)(CN)C1","NRB",0
"1036","O=C=Nc1ccc(Cc2ccc(cc2)N=C=O)cc1","O=C=Nc1ccc(Cc2ccc(N=C=O)cc2)cc1","NRB",0
"1037","CCCCC(CC)CN1C(=O)C2C(C1=O)C3(CCC2(C)C=C3)C(C)C","CCCCC(CC)CN1C(=O)C2C(C1=O)C1(C(C)C)C=CC2(C)CC1","NRB",0
"1038","CC(C)CC(C)(N=NC(C)(CC(C)C)C#N)C#N","CC(C)CC(C)(C#N)N=NC(C)(C#N)CC(C)C","NRB",0
"1039","CCN(CC)C(=O)c1cccc(C)c1","CCN(CC)C(=O)c1cccc(C)c1","NRB",0
"1040","CC(C)(c1ccc(OC#N)cc1)c2ccc(OC#N)cc2","CC(C)(c1ccc(OC#N)cc1)c1ccc(OC#N)cc1","NRB",0
"1041","Clc1ccccc1C#N","N#Cc1ccccc1Cl","NRB",0
"1042","ClCc1ccc(Cl)cc1","ClCc1ccc(Cl)cc1","NRB",0
"1043","Clc1cccc(Cl)c1","Clc1cccc(Cl)c1","NRB",0
"1044","Clc1c(Cl)c(Cl)c(C#N)c(C#N)c1Cl","N#Cc1c(Cl)c(Cl)c(Cl)c(Cl)c1C#N","NRB",0
"1045","ClCc1ccccc1Cl","ClCc1ccccc1Cl","NRB",0
"1046","ClCc1ccc(Cl)c(Cl)c1","ClCc1ccc(Cl)c(Cl)c1","NRB",0
"1047","ClC(c1ccccc1)c2ccc(Cl)cc2","Clc1ccc(C(Cl)c2ccccc2)cc1","NRB",0
"1048","Clc1cccc(Cl)c1Cl","Clc1cccc(Cl)c1Cl","NRB",0
"1049","Clc1ccc(Cl)c(Cl)c1","Clc1ccc(Cl)c(Cl)c1","NRB",0
"1050","Clc1cc(Cl)c(Cl)c(Cl)c1Cl","Clc1cc(Cl)c(Cl)c(Cl)c1Cl","NRB",0
"1051","Nc1cccc(Cl)c1","Nc1cccc(Cl)c1","NRB",0
"1052","Clc1cccc(Cl)c1C=O","O=Cc1c(Cl)cccc1Cl","NRB",0
"1053","Clc1ccccc1C=O","O=Cc1ccccc1Cl","NRB",0
"1054","Clc1cccc(Cl)n1","Clc1cccc(Cl)n1","NRB",0
"1055","Clc1ccc(cc1)C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl","Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1","NRB",0
"1056","Nc1ccc(Cl)c(Cl)c1","Nc1ccc(Cl)c(Cl)c1","NRB",0
"1057","Clc1cnc(Cl)c(Cl)c1","Clc1cnc(Cl)c(Cl)c1","NRB",0
"1058","Clc1c(Cl)c(Cl)c(c(Cl)c1Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl","Clc1c(Cl)c(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl","NRB",0
"1059","Clc1ccc(cc1Cl)N=C=O","O=C=Nc1ccc(Cl)c(Cl)c1","NRB",0
"1060","N#Cc1cccc(c1)C#N","N#Cc1cccc(C#N)c1","NRB",0
"1061","Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl","Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl","NRB",0
"1062","Cn1cccc1","Cn1cccc1","RB",1
"1063","CN(C)c1ccc(cc1)C(=O)c2ccc(cc2)N(C)C","CN(C)c1ccc(C(=O)c2ccc(N(C)C)cc2)cc1","NRB",0
"1064","C1CCC(CC1)NC2CCCCC2","C1CCC(NC2CCCCC2)CC1","RB",1
"1065","S=C(NC1CCCCC1)NC2CCCCC2","S=C(NC1CCCCC1)NC1CCCCC1","NRB",0
"1066","C1CCC(CC1)N=C=NC2CCCCC2","C(=NC1CCCCC1)=NC1CCCCC1","NRB",0
"1067","CCCCCCC(C)Nc1ccc(Nc2ccccc2)cc1","CCCCCCC(C)Nc1ccc(Nc2ccccc2)cc1","NRB",0
"1068","CCCCCCCCc1cccc(Nc2cccc(CCCCCCCC)c2)c1","CCCCCCCCc1cccc(Nc2cccc(CCCCCCCC)c2)c1","NRB",0
"1069","C1CCC2CCCCC2C1","C1CCC2CCCCC2C1","NRB",0
"1070","CC(=C)C1CCC(=CC1)C","C=C(C)C1CC=C(C)CC1","RB",1
"1071","CC1CCC(CC1)C(=C)C","C=C(C)C1CCC(C)CC1","RB",1
"1072","CC(C)C1=CCC(=CC1)C","CC1=CCC(C(C)C)=CC1","RB",1
"1073","ClCC(Cl)C=C","C=CC(Cl)CCl","NRB",0
"1074","ClCC=C","C=CCCl","RB",1
"1075","ClCC(Cl)CCl","ClCC(Cl)CCl","NRB",0
"1076","CC(O)C(=O)C","CC(=O)C(C)O","RB",1
"1077","OC(=O)C(O)(c1ccccc1)c2ccccc2","O=C(O)C(O)(c1ccccc1)c1ccccc1","NRB",0
"1078","OC(=O)C=C","C=CC(=O)O","RB",1
"1079","CCC(=O)C","CCC(C)=O","RB",1
"1080","CCOC(=O)c1ccc(NC(=O)CCl)cc1","CCOC(=O)c1ccc(NC(=O)CCl)cc1","RB",1
"1081","OCNC(=O)C=C","C=CC(=O)NCO","NRB",0
"1082","CC(C)(c1ccccc1)c2ccc(Nc3ccc(cc3)C(C)(C)c4ccccc4)cc2","CC(C)(c1ccccc1)c1ccc(Nc2ccc(C(C)(C)c3ccccc3)cc2)cc1","NRB",0
"1083","CC(C)(N=NC(C)(C)C#N)C#N","CC(C)(C#N)N=NC(C)(C)C#N","NRB",0
"1084","CC(C)(NNC(C)(C)C#N)C#N","CC(C)(C#N)NNC(C)(C)C#N","NRB",0
"1085","CCC(C)NC(C)CC","CCC(C)NC(C)CC","NRB",0
"1086","OCC#C","C#CCO","RB",1
"1087","OCC=C","C=CCO","RB",1
"1088","C(OCc1ccccc1)c2ccccc2","c1ccc(COCc2ccccc2)cc1","NRB",0
"1089","OCc1occc1","OCc1ccco1","RB",1
"1090","C1CN(CCO1)SSN2CCOCC2","C1CN(SSN2CCOCC2)CCO1","NRB",0
"1091","C1CN(CCO1)Sc2nc3ccccc3s2","c1ccc2sc(SN3CCOCC3)nc2c1","NRB",0
"1092","S=C(SSSSC(=S)N1CCCCC1)N2CCCCC2","S=C(SSSSC(=S)N1CCCCC1)N1CCCCC1","NRB",0
"1093","OCCN1CN(CCO)CN(CCO)C1","OCCN1CN(CCO)CN(CCO)C1","RB",1
"1094","ClC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl","ClC1=C(Cl)C2(Cl)C3C(Cl)C=CC3C1(Cl)C2(Cl)Cl","NRB",0
"1095","ClC1=C(Cl)C2(Cl)C3CCC4C(CCC3C1(Cl)C2(Cl)Cl)C5(Cl)C(=C(Cl)C4(Cl)C5(Cl)Cl)Cl","ClC1=C(Cl)C2(Cl)C3CCC4C(CCC3C1(Cl)C2(Cl)Cl)C1(Cl)C(Cl)=C(Cl)C4(Cl)C1(Cl)Cl","NRB",0
"1096","OC(c1ccc(Cl)cc1)(c2ccc(Cl)cc2)C(Cl)(Cl)Cl","OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C(Cl)(Cl)Cl","NRB",0
"1097","O=C1C=CNC=C1","O=c1cc[nH]cc1","RB",1
"1098","CC(C)C1=NC(=O)C=C(C)N1","Cc1cc(=O)nc(C(C)C)[nH]1","NRB",0
"1099","O=C1CCCCC1C2=CCCCC2","O=C1CCCCC1C1=CCCCC1","NRB",0
"1100","Oc1cccc(Cc2ccccc2O)c1","Oc1cccc(Cc2ccccc2O)c1","NRB",0
